,iata_code,name
39056,MZT,General Rafael Buelna International Airport
39057,NOG,Nogales International Airport
39058,NLD,Quetzalcóatl International Airport
39059,OAX,Xoxocotlán International Airport
39060,PAZ,El Tajín National Airport
39061,PBC,Hermanos Serdán International Airport
39064,PDS,Piedras Negras International Airport
39065,PCO,Punta Colorada Airport
39066,UPN,Licenciado y General Ignacio Lopez Rayon Airport
39069,PQM,Palenque International Airport
39070,PVR,Licenciado Gustavo Díaz Ordaz International Airport
39071,PXM,Puerto Escondido International Airport
39072,QRO,Querétaro Intercontinental Airport
39073,REX,General Lucio Blanco International Airport
39074,SZT,San Cristobal de las Casas Airport
39075,SJD,Los Cabos International Airport
39076,SFH,San Felipe International Airport
39079,NLU,Santa Lucía Air Force Base / Felipe Angeles International Airport
39080,SLP,Ponciano Arriaga International Airport
39083,TRC,Francisco Sarabia International Airport
39084,TGZ,Angel Albino Corzo International Airport
39085,TIJ,General Abelardo L. Rodríguez International Airport
39086,TAM,General Francisco Javier Mina International Airport
39087,TSL,Tamuin Airport
39088,TLC,Licenciado Adolfo Lopez Mateos International Airport
39089,TAP,Tapachula International Airport
39091,CUN,Cancún International Airport
39092,MMV,Mal Airport
39093,VSA,Carlos Rovirosa Pérez International Airport
39094,VER,General Heriberto Jara International Airport
39095,ZCL,General Leobardo C. Ruiz International Airport
39096,ZIH,Ixtapa Zihuatanejo International Airport
39097,ZMM,Zamora Airport
39098,ZLO,Playa De Oro International Airport
39101,MXW,Mandalgobi Airport
39205,BEF,Bluefields Airport
39207,BZA,San Pedro Airport
39208,ECI,Costa Esmeralda Airport
39210,RNI,Corn Island
39224,MGA,Augusto C. Sandino (Managua) International Airport
39227,NVG,Nueva Guinea Airport
39228,MNP,Maron Island Airport
39229,PUZ,Puerto Cabezas Airport
39232,RFS,Rosita Airport
39233,NCR,San Carlos
39234,SIU,Siuna
39235,WSP,Waspam Airport
39340,MOH,Maleo Airport
39341,MOS,Moses Point Airport
39354,BOC,Bocas del Toro International Airport
39355,CTD,Alonso Valderrama Airport
39356,CHX,Cap Manuel Niño International Airport
39357,DAV,Enrique Malek International Airport
39358,ONX,Enrique Adolfo Jimenez Airport
39360,MPG,Makini Airport
39361,BLB,Panamá Pacífico International Airport
39362,MPI,Mamitupo Airport
39363,JQE,Jaqué Airport
39364,PLP,Captain Ramon Xatruch Airport
39366,PAC,Marcos A. Gelabert International Airport
39368,PUE,Puerto Obaldia Airport
39369,PDM,Capt. J. Montenegro Airport
39370,RIH,Scarlett Martinez International Airport
39371,SYP,Ruben Cantu Airport
39372,PTY,Tocumen International Airport
39373,MPU,Mapua(Mabua) Airport
39374,PVE,El Porvenir Airport
39375,NBL,San Blas Airport
39376,MPX,Miyanmin Airport
39381,MQO,Malam Airport
39389,FON,La Fortuna Arenal Airport
39390,TTQ,Aerotortuguero Airport
39393,BAI,Buenos Aires Airport
39395,BCL,Barra del Colorado Airport
39402,OTR,Coto 47 Airport
39404,JAP,Chacarita Airport
39409,PLD,Playa Samara/Carrillo Airport
39414,DRK,Drake Bay Airport
39424,FMG,Flamingo Airport
39428,GLF,Golfito Airport
39429,GPL,Guapiles Airport
39437,PBP,Islita Airport
39441,LIR,Daniel Oduber Quiros International Airport
39442,LSL,Los Chiles Airport
39448,LIO,Limon International Airport
39459,CSC,Mojica Airport
39460,NCT,Guanacaste Airport
39462,NOB,Nosara Airport
39463,SJO,Juan Santamaría International Airport
39468,PJM,Puerto Jimenez Airport
39471,PMZ,Palmar Sur Airport
39477,SYQ,Tobías Bolaños International Airport
39480,XQP,Quepos Managua Airport
39481,RFR,Rio Frio / Progreso Airport
39493,IPZ,San Isidro del General Airport
39501,TOO,San Vito De Java Airport
39503,MRT,Moroak Airport
39507,TNO,Tamarindo Airport
39508,TMU,Tambor Airport
39509,UPL,Upala Airport
39610,MSB,Marigot Seaplane Base
39624,SAL,Monseñor Óscar Arnulfo Romero International Airport
39737,CYA,Les Cayes Airport
39738,CAP,Cap Haitien International Airport
39739,MTX,Metro Field
39740,JAK,Jacmel Airport
39741,JEE,Jérémie Airport
39742,PAP,Toussaint Louverture International Airport
39743,PAX,Port-de-Paix Airport
39745,MTU,Montepuez Airport
39841,BCA,Gustavo Rizo Airport
39844,BWW,Las Brujas Airport
39845,BYM,Carlos Manuel de Cespedes Airport
39846,AVI,Maximo Gomez Airport
39848,CCC,Jardines Del Rey Airport
39850,CFG,Jaime Gonzalez Airport
39851,CYO,Vilo Acuña International Airport
39852,CMW,Ignacio Agramonte International Airport
39854,SCU,Antonio Maceo International Airport
39859,NBW,Leeward Point Field
39860,GAO,Mariana Grajales Airport
39861,HAV,José Martí International Airport
39862,HOG,Frank Pais International Airport
39864,VRO,Kawama Airport
39866,LCL,La Coloma Airport
39867,UMA,Punta de Maisi Airport
39870,MJG,Mayajigua Airport
39872,MOA,Orestes Acosta Airport
39874,MZO,Sierra Maestra Airport
39875,QSN,San Nicolas De Bari Airport
39876,ICR,Nicaro Airport
39877,GER,Rafael Cabrera Airport
39880,UPB,Playa Baracoa Airport
39884,SNU,Abel Santamaria Airport
39886,SNJ,San Julian Air Base
39888,SZJ,Siguanea Airport
39889,USS,Sancti Spiritus Airport
39890,TND,Alberto Delgado Airport
39892,VRA,Juan Gualberto Gomez International Airport
39893,VTU,Hermanos Ameijeiras Airport
39905,MVI,Manetai Airport
39907,CYB,Gerrard Smith International Airport
39908,LYB,Edward Bodden Little Cayman Airfield
39909,GCM,Owen Roberts International Airport
39910,MWR,Motswari Airport
41552,AJS,Punta Abreojos Airport
41553,AZG,Pablo L. Sidar Airport
41556,PCM,Playa del Carmen Airport
41557,PCV,Punta Chivato Airport
41559,SCX,Salina Cruz Naval Air Station
41560,SGM,San Ignacio Airport
41561,TUY,Tulum Naval Air Station
41562,UAC,San Luis Río Colorado Airport
41563,XAL,Álamos Airport
41564,MXC,Monticello Airport
41565,MXK,Mindik Airport
41566,MXR,Moussoro Airport
41589,GTB,Genting Airport
41590,GTK,Sungai Tekai Airport
41591,LBP,Long Banga Airport
41592,LLM,Long Lama Airport
41593,MZS,Mostyn Airport
41594,SPT,Sipitang Airport
41674,MAY,Clarence A. Bain Airport
41675,ASD,Andros Town Airport
41676,TZN,Congo Town Airport
41677,MHH,Leonard M Thompson International Airport
41678,SAQ,San Andros Airport
41679,AXP,Spring Point Airport
41681,TCB,Treasure Cay Airport
41682,WKR,Abaco I Walker C Airport
41684,CCZ,Chub Cay Airport
41685,GHC,Great Harbour Cay Airport
41687,BIM,South Bimini Airport
41688,ATC,Arthur's Town Airport
41689,TBI,New Bight Airport
41690,CXY,Cat Cay Airport
41692,CRI,Colonel Hill Airport
41693,PWN,Pitts Town Airport
41698,GGT,Exuma International Airport
41700,ELH,North Eleuthera Airport
41702,GHB,Governor's Harbour Airport
41703,NMC,Normans Cay Airport
41704,RSD,Rock Sound Airport
41705,TYM,Staniel Cay Airport
41708,FPO,Grand Bahama International Airport
41709,GBI,Auxiliary Airfield
41710,WTD,West End Airport
41711,IGA,Inagua Airport
41712,MYK,May Creek Airport
41713,LGI,Deadman's Cay Airport
41715,SML,Stella Maris Airport
41716,MYG,Mayaguana Airport
41717,NAS,Lynden Pindling International Airport
41718,PID,Nassau Paradise Island Airport
41719,DCT,Duncan Town Airport
41720,RCY,Rum Cay Airport
41721,MYS,Moyale Airport
41722,ZSA,San Salvador Airport
41723,MYX,Menyamya Airport
41733,CEL,Cape Eleuthera Airport
41738,MFW,Magaruque Airport
41739,NTC,Paradise Island Airport
41746,IBO,Ibo Airport
41790,TGS,Chokwé Airport
41791,BZE,Philip S. W. Goldson International Airport
41792,MZE,Manatee Airport
41794,CYD,San Ignacio Town (Maya Flats) Airstrip
41798,MPE,Griswold Airport
41807,IMI,Ine Airport
41849,BQI,Bagani Airport
42060,NBS,Changbaishan Airport
42164,AIT,Aitutaki Airport
42165,AIU,Enua Airport
42167,MGS,Mangaia Island Airport
42168,MHX,Manihiki Island Airport
42169,MUK,Mauke Airport
42171,MOI,Mitiaro Island Airport
42172,PZK,Pukapuka Island Airport
42173,PYE,Tongareva Airport
42174,RAR,Rarotonga International Airport
42243,NDI,Namudi Airport
42244,NDN,Nadunumu Airport
42303,EPG,Browns Airport
42325,AQS,Biaugunu Airport
42326,ICI,Cicia Airport
42327,CST,Castaway Island Seaplane Base
42329,NAN,Nadi International Airport
42330,PTF,Malolo Lailai Island Airport
42331,RBI,Rabi Island Airport
42334,KDV,Vunisea Airport
42335,MNF,Mana Island Airport
42336,MFJ,Moala Airport
42337,SUV,Nausori International Airport
42338,LEV,Levuka Airfield
42339,NGI,Ngau Airport
42340,LUC,Laucala Island Airport
42341,LKB,Lakeba Island Airport
42342,LBS,Labasa Airport
42343,TVU,Matei Airport
42344,KXF,Koro Island Airport
42345,RTA,Rotuma Airport
42346,SVU,Savusavu Airport
42347,BVF,Bui-Dama Airport
42348,VAU,Vatukoula Airport
42349,KAY,Wakaya Island Airport
42350,ONU,Ono-i-Lau Airport
42352,YAS,Yasawa Island Airport
42353,EUA,Kaufana Airport
42354,TBU,Fua'amotu International Airport
42355,HPA,Lifuka Island Airport
42356,NFO,Mata'aho Airport
42357,NTT,Kuini Lavenia Airport
42358,VAV,Vava'u International Airport
42359,TTL,Turtle Island Seaplane Base
42360,VBV,Vanua Balavu Airport
42361,VTF,Vatulele Airport
42364,GMO,Gombe Lawanti International Airport
42365,PHG,Port Harcourt City Airport / Port Harcourt Air Force Base
42387,QRW,Warri Airport
42388,ABF,Abaiang Airport
42389,BEZ,Beru Airport
42390,FUN,Funafuti International Airport
42391,KUC,Kuria Airport
42392,MNK,Maiana Airport
42393,MZK,Marakei Airport
42394,MTK,Makin Island Airport
42395,NIG,Nikunau Airport
42396,OOT,Onotoa Airport
42397,TRW,Bonriki International Airport
42398,AEA,Abemama Airport
42399,TBF,Tabiteuea North Airport
42400,TMN,Tamana Island Airport
42401,NON,Nonouti Airport
42402,AIS,Arorae Island Airport
42403,TSU,Tabiteuea South Airport
42404,BBG,Butaritari Airport
42405,AAK,Aranuka Airport
42499,NIK,Niokolo-Koba Airport
42501,IUE,Niue International Airport
42602,NJJ,Nenjian Melgen Airport
42683,NKD,Sinak Airport
42762,NLH,Ninglang Luguhu Airport
42763,FUT,Pointe Vele Airport
42764,WLS,Hihifo Airport
42848,HBB,Industrial Airpark
42860,NND,Nangade Airport
42958,NOM,Nomad River Airport
42959,NOO,Naoro Airport
42963,MWP,Mountain Airport
42964,NPG,Nipa Airport
42993,NRC,NASA Crows Landing Airport
42994,NRY,Newry Airport
42995,OFU,Ofu Airport
42996,AAU,Asau Airport
42997,APW,Faleolo International Airport
42998,FGI,Fagali'i Airport
42999,FTI,Fitiuta Airport
43000,MXS,Maota Airport
43001,PPG,Pago Pago International Airport
43002,NTA,Natadola Airport
43003,PPT,Faa'a International Airport
43004,RMT,Rimatara Airport
43005,RUR,Rurutu Airport
43006,TUB,Tubuai Airport
43007,RVV,Raivavae Airport
43008,AAA,Anaa Airport
43009,FGU,Fangatau Airport
43010,TIH,Tikehau Airport
43011,APK,Apataki Airport
43012,REA,Reao Airport
43013,FAV,Fakarava Airport
43015,HHZ,Hikueru Atoll Airport
43016,XMH,Manihi Airport
43017,GMR,Totegegie Airport
43018,KKR,Kaukura Airport
43019,MKP,Makemo Airport
43020,NAU,Napuka Island Airport
43021,TKV,Tatakoto Airport
43022,PKP,Puka Puka Airport
43023,PUK,Pukarua Airport
43026,TKP,Takapoto Airport
43027,AXR,Arutua Airport
43028,MVT,Mataiva Airport
43029,NUK,Nukutavake Airport
43030,ZTA,Tureia Airport
43031,AHE,Ahe Airport
43032,KHZ,Kauehi Airport
43033,FAC,Faaite Airport
43034,FHZ,Fakahina Airport
43035,RKA,Aratika Nord Airport
43036,TJN,Takume Airport
43037,NIU,Naiu Airport
43038,RRR,Raroia Airport
43039,TKX,Takaroa Airport
43040,KXU,Katiu Airport
43041,NKP,Nukutepipi Airport
43042,NHV,Nuku Hiva Airport
43043,AUQ,Hiva Oa-Atuona Airport
43044,UAP,Ua Pou Airport
43045,UAH,Ua Huka Airport
43046,BOB,Bora Bora Airport
43047,TTI,Tetiaroa Airport
43048,RGI,Rangiroa Airport
43049,HUH,Huahine-Fare Airport
43050,MOZ,Moorea Airport
43051,HOI,Hao Airport
43052,MAU,Maupiti Airport
43053,RFP,Raiatea Airport
43054,TPX,Tupai Airport
43055,UOA,Mururoa Atoll Airport
43056,VHZ,Vahitahi Airport
43057,NUF,Castlereagh Lake Seaplane Base
43058,NUG,Nuguria Airstrip
43059,NAZ,Yuma-Nemo Field
43070,UCC,Yucca Airstrip
43135,MTV,Mota Lava Airport
43136,SLH,Sola Airport
43137,TOH,Torres Airstrip
43138,EAE,Siwo Airport
43139,CCV,Craig Cove Airport
43140,LOD,Longana Airport
43141,SSR,Sara Airport
43142,PBJ,Tavie Airport
43143,LPM,Lamap Airport
43144,LNB,Lamen Bay Airport
43145,MWF,Maewo-Naone Airport
43146,LNE,Lonorore Airport
43147,NUS,Norsup Airport
43148,ZGU,Gaua Island Airport
43149,RCL,Redcliffe Airport
43150,SON,Santo Pekoa International Airport
43151,TGH,Tongoa Airport
43152,ULB,Uléi Airport
43153,VLS,Valesdir Airport
43154,WLH,Walaha Airport
43155,SWJ,Southwest Bay Airport
43156,OLJ,North West Santo Airport
43157,AUY,Aneityum Airport
43158,AWD,Aniwa Airport
43159,DLY,Dillon's Bay Airport
43160,FTA,Futuna Airport
43161,IPA,Ipota Airport
43164,UIQ,Quoin Hill Airfield
43165,VLI,Bauerfield International Airport
43166,TAH,Tanna Airport
43167,NWT,Nowata Airport
43168,TGJ,Tiga Airport
43170,BMY,Île Art - Waala Airport
43171,KNQ,Koné Airport
43172,ILP,Île des Pins Airport
43174,HLU,Nesson Airport
43175,KOC,Koumac Airport
43176,LIF,Lifou Airport
43177,GEA,Nouméa Magenta Airport
43178,IOU,Edmond Cané Airport
43179,PUV,Poum Airport
43180,PDC,Mueo Airport
43181,MEE,Maré Airport
43184,TOU,Touho Airport
43185,UVE,Ouvéa Airport
43186,NOU,La Tontouta International Airport
43319,AKL,Auckland International Airport
43325,TUO,Taupo Airport
43326,AMZ,Ardmore Airport
43327,ASG,Ashburton Aerodrome
43332,CHC,Christchurch International Airport
43333,CHT,Chatham Islands-Tuuta Airport
43335,CMV,Coromandel Aerodrome
43336,DGR,Dargaville Aerodrome
43339,DUD,Dunedin International Airport
43346,WHO,Franz Josef Aerodrome
43352,GBZ,Great Barrier Aerodrome
43356,GMN,Greymouth Airport
43358,GIS,Gisborne Airport
43359,GTN,Glentanner Airport
43363,HKK,Hokitika Airfield
43364,HLZ,Hamilton International Airport
43394,WIK,Waiheke Reeve Airport
43397,KBZ,Kaikoura Airport
43398,KKE,Kerikeri Airport
43400,KKO,Kaikohe Airport
43401,KAT,Kaitaia Airport
43408,ALR,Alexandra Airport
43409,MTA,Matamata Glider Airport
43410,MHB,Mechanics Bay Heliport
43411,MON,Mount Cook Airport
43413,MFN,Milford Sound Airport
43417,MZP,Motueka Airport
43419,TEU,Manapouri Airport
43422,MRO,Hood Airport
43429,NPL,New Plymouth Airport
43430,NPE,Hawke's Bay Airport
43431,NSN,Nelson Airport
43432,IVC,Invercargill Airport
43435,OHA,RNZAF Base Ohakea
43440,OAM,Oamaru Airport
43447,PMR,Palmerston North Airport
43448,PCN,Picton Aerodrome
43450,PPQ,Paraparaumu Airport
43451,ZQN,Queenstown International Airport
43453,RAG,Raglan Aerodrome
43454,SZS,Ryan's Creek Aerodrome
43458,ROT,Rotorua Regional Airport
43469,TRG,Tauranga Airport
43470,TMZ,Thames Aerodrome
43472,KTF,Takaka Airport
43476,TKZ,Tokoroa Airfield
43478,THH,Taharoa Aerodrome
43480,TIU,Timaru Airport
43485,TWZ,Pukaki Airport
43490,BHE,Woodbourne Airport
43493,WKA,Wanaka Airport
43497,WHK,Whakatane Airport
43500,WLG,Wellington International Airport
43501,WIR,Wairoa Airport
43503,WRE,Whangarei Airport
43504,WSZ,Westport Airport
43505,WTZ,Whitianga Airport
43506,WAG,Wanganui Airport
43517,NLN,Kneeland Airport
43533,BZF,Benton Field
43559,OAA,Shank Air Base
43561,BIN,Bamyan Airport
43562,BST,Bost Airport
43563,CCN,Chaghcharan Airport
43564,SBF,Sardeh Band Airport
43565,DAZ,Darwaz Airport
43567,FAH,Farah Airport
43568,FBD,Fayzabad Airport
43570,GRG,Gardez Airport
43571,KWH,Khwahan Airport
43572,HEA,Herat International Airport
43573,OAI,Bagram Airfield
43575,JAA,Jalalabad Airport
43576,KBL,Hamid Karzai International Airport
43578,KDH,Ahmad Shah Baba International Airport / Kandahar Airfield
43579,KHT,Khost Airport
43583,MMZ,Maymana Zahiraddin Faryabi Airport
43584,MZR,Mazar-i-Sharif International Airport
43585,VCC,Nili Airport
43586,URN,Urgun Airport
43589,LQN,Qala-i-Naw Airport
43592,OAS,Sharana Airstrip
43593,OAH,Shindand Air Base
43595,SGA,Sheghnan Airport
43597,TII,Tarinkot Airport
43598,TQN,Taleqan Airport
43600,UND,Kunduz Airport
43604,OAZ,Camp Shorabak Airfield
43605,ZAJ,Zaranj Airport
43606,BAH,Bahrain International Airport
43608,OBK,Sky Harbor Airport
43610,OCS,Corisco International Airport
43625,AHB,Abha International Airport
43626,HOF,Al-Ahsa International Airport
43627,ABT,Al Baha Airport
43628,BHH,Bisha Airport
43631,DMM,King Fahd International Airport
43632,DWD,King Salman Abdulaziz Airport
43633,DHA,King Abdulaziz Air Base
43636,GIZ,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport
43637,ELQ,Gassim Airport
43638,URY,Gurayat Domestic Airport
43639,HAS,Ha'il Airport
43642,QJB,Jubail Airport
43644,JED,King Abdulaziz International Airport
43645,KMC,King Khaled Military City Airport
43646,KMX,King Khalid Air Base
43648,MED,Prince Mohammad Bin Abdulaziz Airport
43649,EAM,Nejran Airport
43650,NUM,Neom Bay Airport
43652,AQI,Al Qaisumah/Hafr Al Batin Airport
43658,AKH,Prince Sultan Air Base
43660,RAH,Rafha Domestic Airport
43661,RUH,King Khaled International Airport
43663,RAE,Arar Domestic Airport
43665,XXN,Riyadh Air Base
43667,SHW,Sharurah Airport
43668,AJF,Al-Jawf Domestic Airport
43669,SLF,Sulayel Airport
43670,TUU,Tabuk Airport
43671,TIF,Ta’if Regional Airport
43674,TUI,Turaif Domestic Airport
43677,WAE,Wadi Al Dawasir Airport
43678,EJH,Al Wajh Domestic Airport
43679,YNB,Yanbu Airport / Prince Abdul Mohsin bin Abdulaziz international Airport
43680,ZUL,Zilfi Airport
43743,OGE,Ogeranang Airport
43744,OGM,Ogubsucum Airport
43850,IAQ,Bahregan Airport
43925,ABD,Abadan Airport
43926,DEF,Dezful Airport
43927,AKW,Aghajari Airport
43928,GCH,Gachsaran Airport
43929,QMJ,Shahid Asiyaee Airport
43930,OMI,Omidiyeh Airport
43931,MRX,Mahshahr Airport
43932,AWZ,Lieutenant General Qasem Soleimani International Airport
43933,AEU,Abu Musa Island Airport
43934,BUZ,Bushehr Airport
43936,YEH,Asaloyeh Airport
43937,KNR,Jam Airport
43938,KIH,Kish International Airport
43939,BDH,Bandar Lengeh Airport
43941,PGU,Persian Gulf International Airport
43942,KHK,Khark Island Airport
43943,SXI,Sirri Island Airport
43944,LVP,Lavan Island Airport
43946,KSH,Shahid Ashrafi Esfahani Airport
43949,IIL,Ilam Airport
43950,KHD,Khoram Abad Airport
43951,SDG,Sanandaj Airport
43953,IFH,Hesa Airport
43955,KKS,Kashan Airport
43956,IFN,Esfahan Shahid Beheshti International Airport
43958,CQD,Shahrekord Airport
43960,RAS,Sardar-e-Jangal Airport
43961,HDM,Hamadan Airport
43963,AJK,Arak Airport
43969,IKA,Imam Khomeini International Airport
43971,THR,Mehrabad International Airport
43972,GZW,Qazvin Airport
43974,PYK,Payam International Airport
43976,SNX,Semnan Municipal Airport
43978,BND,Bandar Abbas International Airport
43980,JYR,Jiroft Airport
43981,KER,Kerman Airport
43982,BXR,Bam Airport
43983,HDR,Havadarya Airport
43985,RJN,Rafsanjan Airport
43986,SYJ,Sirjan Airport
43987,XBJ,Birjand Airport
43988,CKT,Sarakhs Airport
43991,RUD,Shahroud Airport
43992,MHD,Mashhad International Airport
43993,BJB,Bojnord Airport
43994,AFZ,Sabzevar National Airport
43995,TCX,Tabas Airport
43999,KLM,Kalaleh Airport
44000,GBT,Gorgan Airport
44003,BSM,Bishe Kola Air Base
44005,NSH,Noshahr Airport
44006,RZR,Ramsar Airport
44007,SRY,Sari Dasht-e Naz International Airport
44010,FAZ,Fasa Airport
44011,JAR,Jahrom Airport
44012,LRR,Lar Airport
44014,LFM,Lamerd Airport
44015,SYZ,Shiraz Shahid Dastghaib International Airport
44016,YES,Yasouj Airport
44017,KHY,Khoy Airport
44018,ADU,Ardabil Airport
44019,ACP,Sahand Airport
44020,PFQ,Parsabade Moghan Airport
44021,OMH,Urmia Airport
44023,TBZ,Tabriz International Airport
44024,IMQ,Maku National Airport
44025,JWN,Zanjan Airport
44027,AZD,Shahid Sadooghi Airport
44028,ACZ,Zabol Airport
44029,ZBR,Konarak Airport
44030,ZAH,Zahedan International Airport
44031,IHR,Iranshahr Airport
44032,JSK,Jask Airport
44036,AMM,Queen Alia International Airport
44037,ADJ,Amman-Marka International Airport
44038,AQJ,Aqaba King Hussein International Airport
44041,JRS,Jerusalem International Airport
44042,OMF,King Hussein Air College
44046,DWN,Downtown Airpark
44142,XIJ,Ahmed Al Jaber Air Base
44144,KWI,Kuwait International Airport
44147,OKV,Okao Airport
44180,BEY,Beirut Rafic Hariri International Airport
